"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"gene"	"cell.type"	"class"
7.07996480697628e-07	2.79303186190424	0.38	0.112	0.0142576331282888	"Dapp1"	"macrophage"	"30m.vs.18m"
7.99084413299254e-07	3.85374396783984	0.16	0.015	0.0160919619150204	"Zfp608"	"macrophage"	"30m.vs.18m"
8.0948587677438e-07	1.01281720050504	0.66	0.313	0.0163014265864825	"Pak2"	"macrophage"	"30m.vs.18m"
8.59970729436027e-07	0.896894100130365	0.42	0.142	0.0173180905493827	"Prpf40a"	"macrophage"	"30m.vs.18m"
8.87540830755314e-07	-0.603600674527972	1	0.993	0.0178732972497505	"Gabarap"	"macrophage"	"30m.vs.18m"
1.08756687750589e-06	-0.95272688067667	0.48	0.817	0.0219014217792135	"Metrnl"	"macrophage"	"30m.vs.18m"
1.09944075603846e-06	1.04825983720826	0.76	0.396	0.0221405379451025	"Tnfaip8"	"macrophage"	"30m.vs.18m"
1.30097382695298e-06	-0.968431269966276	0.2	0.575	0.0261990109271792	"Rnase4"	"macrophage"	"30m.vs.18m"
1.40477867008681e-06	1.82151376741318	0.36	0.108	0.0282894328582082	"Arid4a"	"macrophage"	"30m.vs.18m"
1.41298012768986e-06	1.39543688387645	0.42	0.146	0.0284545938114184	"Arid4b"	"macrophage"	"30m.vs.18m"
1.41843101386049e-06	1.6241928620593	0.42	0.142	0.0285643637571225	"Nr4a2"	"macrophage"	"30m.vs.18m"
1.46774349199343e-06	-1.28014180834564	0.22	0.604	0.0295574184417636	"Ccl7"	"macrophage"	"30m.vs.18m"
1.51522483671259e-06	4.48232172733213	0.2	0.03	0.0305135977617182	"Tnfsf13b"	"macrophage"	"30m.vs.18m"
1.57058482105008e-06	-0.851715100923552	0.66	0.903	0.0316284371263065	"Ctsd"	"macrophage"	"30m.vs.18m"
1.58202652237833e-06	0.99208582141593	0.18	0.022	0.0318588501076547	"Rab27a"	"macrophage"	"30m.vs.18m"
1.66160411699765e-06	-0.989795568990429	0.32	0.754	0.0334613837080987	"C5ar1"	"macrophage"	"30m.vs.18m"
1.83225702729409e-06	-0.909843051556771	0.88	0.978	0.0368979920156484	"Ctsb"	"macrophage"	"30m.vs.18m"
1.97328340819585e-06	-0.969399826270683	0.44	0.735	0.0397379812742481	"Ctsl"	"macrophage"	"30m.vs.18m"
2.07006605086758e-06	3.92512133268407	0.2	0.03	0.0416869901323713	"Ppfibp2"	"macrophage"	"30m.vs.18m"
2.10342158642774e-06	-1.12990602501754	0.8	0.918	0.0423587039074818	"Prdx1"	"macrophage"	"30m.vs.18m"
2.1181636846142e-06	1.21860189010064	0.74	0.433	0.0426555802807608	"Lrrfip1"	"macrophage"	"30m.vs.18m"
2.12372761071082e-06	-0.963239326767252	0.42	0.757	0.0427676266244945	"Timp2"	"macrophage"	"30m.vs.18m"
2.2793059126015e-06	1.84340119796649	0.22	0.037	0.045900662467969	"March7"	"macrophage"	"30m.vs.18m"
2.46509857328813e-06	1.35738346293532	0.64	0.321	0.0496421550688763	"A130040M12Rik"	"macrophage"	"30m.vs.18m"
2.31622140758971e-74	-3.582362296765	0	0.971	4.66440667060415e-70	"Xist"	"macrophage"	"24m.vs.21m"
8.65325096972006e-24	-2.79240353114509	0.24	0.725	1.74259168028223e-19	"Erdr1"	"macrophage"	"24m.vs.21m"
7.49438893930747e-17	1.89174397424045	0.477	0	1.50922004459774e-12	"Ddx3y"	"macrophage"	"24m.vs.21m"
3.06096342875386e-12	2.01002862391571	0.364	0	6.16416815282452e-08	"Eif2s3y"	"macrophage"	"24m.vs.21m"
8.29971734462042e-11	-6.40198904963457	0	0.157	1.67139707885966e-06	"Tsix"	"macrophage"	"24m.vs.21m"
1.51324386298958e-10	6.69376923383709	0.384	0.039	3.04737049128841e-06	"S100a9"	"macrophage"	"24m.vs.21m"
3.27005889962392e-10	-0.803615364634618	1	1	6.58524461206265e-06	"Ftl1"	"macrophage"	"24m.vs.21m"
6.0093501701272e-10	5.58862767239286	0.376	0.049	1.21016293726022e-05	"S100a8"	"macrophage"	"24m.vs.21m"
1.82579604404899e-09	-0.964489977177964	0.783	0.912	3.67678807350585e-05	"Bri3"	"macrophage"	"24m.vs.21m"
3.51900447173456e-09	-0.726093793202446	0.891	0.961	7.08657120517906e-05	"Sdcbp"	"macrophage"	"24m.vs.21m"
4.53518243767846e-09	-0.662441147885856	0.891	0.98	9.13295039299688e-05	"S100a10"	"macrophage"	"24m.vs.21m"
5.6683188794462e-09	-0.771401222176875	0.624	0.873	0.000114148605594288	"Pltp"	"macrophage"	"24m.vs.21m"
5.86528063774214e-09	-1.45953206897597	0.357	0.686	0.000118115021482851	"C3ar1"	"macrophage"	"24m.vs.21m"
7.68828178259625e-09	0.781262842100634	0.988	1	0.000154826618537923	"Rps6"	"macrophage"	"24m.vs.21m"
1.31286822392826e-08	-0.884069355139881	0.853	0.971	0.000264385402934673	"Cstb"	"macrophage"	"24m.vs.21m"
1.36426340662324e-08	-0.833914148848791	0.647	0.853	0.000274735364825787	"Emp1"	"macrophage"	"24m.vs.21m"
2.50854058429097e-08	-0.656074940832058	0.802	0.961	0.000505169902864515	"Lmna"	"macrophage"	"24m.vs.21m"
3.25757724265e-08	-0.722355847887295	0.829	0.951	0.000656010905124857	"Ahnak"	"macrophage"	"24m.vs.21m"
4.00954316718201e-08	1.78056388667111	0.434	0.127	0.000807441803007114	"Limd2"	"macrophage"	"24m.vs.21m"
4.30511751608163e-08	-1.65399870348324	0.291	0.569	0.000866964565388519	"Ccl24"	"macrophage"	"24m.vs.21m"
1.72418381437751e-07	-0.511102687490901	0.426	0.725	0.00347216136539342	"Mrc1"	"macrophage"	"24m.vs.21m"
3.48378746725233e-07	-0.551897361748552	0.984	1	0.00701565120155275	"Mt1"	"macrophage"	"24m.vs.21m"
3.56746917700113e-07	0.701003074139056	1	1	0.00718416942864487	"Uba52"	"macrophage"	"24m.vs.21m"
6.62222344864075e-07	0.613840168184092	0.996	1	0.0133358335808727	"Rpl6"	"macrophage"	"24m.vs.21m"
6.83596952399597e-07	-0.654298927868232	0.744	0.912	0.0137662754274231	"Fkbp1a"	"macrophage"	"24m.vs.21m"
6.93039398135121e-07	-1.21213093695474	0.554	0.735	0.0139564273996451	"Cltc"	"macrophage"	"24m.vs.21m"
8.29501115107104e-07	0.811098383296483	0.992	1	0.0167044934560269	"Rps19"	"macrophage"	"24m.vs.21m"
8.47092681407434e-07	-0.716449795772448	0.76	0.873	0.0170587524181829	"Atf4"	"macrophage"	"24m.vs.21m"
8.70639218738196e-07	-0.625325955198491	0.473	0.784	0.0175329325869498	"C1qb"	"macrophage"	"24m.vs.21m"
1.077760301501e-06	-0.623493133239049	0.911	0.931	0.0217039369516272	"Mcl1"	"macrophage"	"24m.vs.21m"
1.38113774068787e-06	0.631877558913462	0.988	1	0.0278133518219723	"Rps18"	"macrophage"	"24m.vs.21m"
1.48161886241143e-06	-1.12181012373502	0.453	0.676	0.0298368406512414	"Pf4"	"macrophage"	"24m.vs.21m"
1.51978103172286e-06	0.668790643993896	0.981	0.98	0.0306053504168351	"Rpl3"	"macrophage"	"24m.vs.21m"
1.68127432802379e-06	-0.319279217938799	0.977	0.99	0.0338575024177431	"Mt2"	"macrophage"	"24m.vs.21m"
1.73648342899634e-06	-0.866088297340702	0.465	0.686	0.0349693032931282	"Pmp22"	"macrophage"	"24m.vs.21m"
2.32561659598807e-06	1.07662822599297	0.45	0.176	0.0468332670100078	"Ccnd3"	"macrophage"	"24m.vs.21m"
3.5354026969825e-23	-3.582362296765	0	0.971	7.11959395118336e-19	"Xist"	"macrophage"	"30m.vs.21m"
1.29625452725181e-15	-0.828651795647463	0.84	0.99	2.61039736697969e-11	"Gsn"	"macrophage"	"30m.vs.21m"
4.57529331991268e-14	-1.19123961016256	0.88	0.99	9.21372568764015e-10	"Mt2"	"macrophage"	"30m.vs.21m"
1.00436822190509e-11	1.85649940360406	0.4	0	2.02259672527246e-07	"Ddx3y"	"macrophage"	"30m.vs.21m"
2.21063491466219e-11	-0.823376757771238	0.4	0.843	4.45177659114672e-07	"Dcn"	"macrophage"	"30m.vs.21m"
3.82594116203634e-11	2.1843791412822	0.38	0	7.70468031210878e-07	"Eif2s3y"	"macrophage"	"30m.vs.21m"
4.03334958348364e-11	-1.12832981445676	0.36	0.824	8.12235939121935e-07	"Cxcl1"	"macrophage"	"30m.vs.21m"
1.34877181806822e-10	-1.19234848881563	1	1	2.71615668722578e-06	"Mt1"	"macrophage"	"30m.vs.21m"
1.72550131120181e-09	-1.74941981672398	0.36	0.873	3.47481454049821e-05	"Pltp"	"macrophage"	"30m.vs.21m"
1.91827900647772e-09	11.4853731272828	0.32	0	3.86303026324483e-05	"Ngp"	"macrophage"	"30m.vs.21m"
2.85265603370446e-09	2.13270773768853	0.66	0.186	5.74467872067405e-05	"Psmb9"	"macrophage"	"30m.vs.21m"
3.19127132254055e-09	2.89039155937565	0.66	0.225	6.42658218933215e-05	"Sp140"	"macrophage"	"30m.vs.21m"
4.07163320589061e-09	-2.06062064785407	0.5	0.853	8.19945495002251e-05	"Hmox1"	"macrophage"	"30m.vs.21m"
5.49749844514522e-09	7.52822310924525	0.36	0.02	0.000110708623688335	"Hp"	"macrophage"	"30m.vs.21m"
1.5049676004407e-08	-1.14032465426588	0.58	0.912	0.000303070375376747	"Fkbp1a"	"macrophage"	"30m.vs.21m"
1.62761850298679e-08	2.91866987783667	0.7	0.275	0.000327769814131479	"Napsa"	"macrophage"	"30m.vs.21m"
3.24916970554856e-08	-1.10088707519968	1	1	0.000654317795303368	"Ftl1"	"macrophage"	"30m.vs.21m"
3.85380665982451e-08	1.41284280694478	0.82	0.392	0.00077607958515546	"Supt4h1"	"macrophage"	"30m.vs.21m"
4.66205764879928e-08	11.4317842411695	0.3	0.01	0.000938845169315198	"Camp"	"macrophage"	"30m.vs.21m"
4.82526135407826e-08	-0.982132332838118	0.84	0.98	0.00097171113148428	"S100a10"	"macrophage"	"30m.vs.21m"
6.38520300823504e-08	-1.45698216197238	0.28	0.725	0.00128585218179837	"Ecm1"	"macrophage"	"30m.vs.21m"
7.15141791235685e-08	-1.75180147523844	0.54	0.853	0.00144015253919042	"Sepp1"	"macrophage"	"30m.vs.21m"
7.27192864511506e-08	-2.40866166890956	0.22	0.676	0.00146442099055327	"Pf4"	"macrophage"	"30m.vs.21m"
7.62550722946634e-08	-2.40863930321775	0.32	0.725	0.00153562464586993	"Erdr1"	"macrophage"	"30m.vs.21m"
8.58337360972109e-08	-1.34352998271303	0.48	0.892	0.00172851977752563	"Metrnl"	"macrophage"	"30m.vs.21m"
1.35655501421863e-07	-2.46100313077904	0.26	0.725	0.00273183048763347	"Mrc1"	"macrophage"	"30m.vs.21m"
1.41825137052749e-07	9.1018303541157	0.28	0.01	0.00285607460996825	"Pygl"	"macrophage"	"30m.vs.21m"
1.48910036641787e-07	-1.21235016267092	0.44	0.853	0.0029987503178923	"Emp1"	"macrophage"	"30m.vs.21m"
1.88383024665989e-07	-0.603292757524897	0.22	0.765	0.00379365735072369	"Ccl2"	"macrophage"	"30m.vs.21m"
2.05016050148426e-07	2.90751830613075	0.44	0.088	0.00412861321788901	"Plac8"	"macrophage"	"30m.vs.21m"
2.20000573960132e-07	-1.24936475068962	0.66	0.912	0.00443037155840914	"Serinc3"	"macrophage"	"30m.vs.21m"
2.58595196579899e-07	-2.44268303579593	0.2	0.667	0.00520759006872601	"Retnla"	"macrophage"	"30m.vs.21m"
2.97542074862587e-07	-3.11840729010372	0.2	0.696	0.00599190230358277	"Mgl2"	"macrophage"	"30m.vs.21m"
2.99690286945292e-07	6.62643509584857	0.36	0.049	0.00603516299850429	"S100a8"	"macrophage"	"30m.vs.21m"
3.22584988090851e-07	-4.68193172026644	0.14	0.569	0.00649621649017356	"Ccl24"	"macrophage"	"30m.vs.21m"
3.3431971361419e-07	7.77766490533202	0.34	0.039	0.00673253039276256	"S100a9"	"macrophage"	"30m.vs.21m"
3.34451838483348e-07	-1.21452310094755	0.32	0.735	0.00673519112337767	"Slc38a2"	"macrophage"	"30m.vs.21m"
4.53976373646778e-07	-0.966351884179172	0.22	0.696	0.00914217621249881	"Ccl7"	"macrophage"	"30m.vs.21m"
4.87093044064178e-07	1.68308767099594	0.6	0.206	0.00980907972136442	"Stk24"	"macrophage"	"30m.vs.21m"
8.31464155633451e-07	-1.41360283103939	0.08	0.52	0.0167440251661464	"Gas6"	"macrophage"	"30m.vs.21m"
8.81913635615491e-07	10.6554876528105	0.34	0.049	0.0177599767940248	"Pglyrp1"	"macrophage"	"30m.vs.21m"
1.28099524049781e-06	-1.00433562158569	0.42	0.824	0.0257966821531449	"Timp2"	"macrophage"	"30m.vs.21m"
1.35907538348577e-06	-0.931369385987521	0.82	0.961	0.0273690600726365	"Sdcbp"	"macrophage"	"30m.vs.21m"
1.36926549062898e-06	-1.34099824430857	0.26	0.686	0.0275742684502865	"Pmp22"	"macrophage"	"30m.vs.21m"
1.44947029567979e-06	1.57223926700993	0.86	0.667	0.0291894328143995	"Coro1a"	"macrophage"	"30m.vs.21m"
1.4891908632621e-06	-0.852460989600351	0.52	0.922	0.0299893256043722	"Cd81"	"macrophage"	"30m.vs.21m"
1.75862048261252e-06	-1.04580436535156	0.64	0.892	0.035415099278851	"Sepw1"	"macrophage"	"30m.vs.21m"
1.91420870014305e-06	-1.20952172041566	0.78	0.912	0.0385483348034807	"Bri3"	"macrophage"	"30m.vs.21m"
6.86171075298231e-13	-0.947979323845003	0.4	0.876	1.38181131143558e-08	"Dcn"	"macrophage"	"30m.vs.24m"
3.99606905856782e-11	-0.808722799856949	0.84	0.965	8.04728387014388e-07	"Gsn"	"macrophage"	"30m.vs.24m"
6.89349158113396e-10	-1.00523924178407	0.36	0.783	1.38821133460876e-05	"Cxcl1"	"macrophage"	"30m.vs.24m"
1.51695297571321e-09	-0.871960392223764	0.88	0.977	3.05483990249127e-05	"Mt2"	"macrophage"	"30m.vs.24m"
2.06555609848141e-08	11.3685369604224	0.12	0	0.000415961687112187	"Tlr8"	"macrophage"	"30m.vs.24m"
9.55457152926365e-07	-0.626611799192083	0.14	0.547	0.0192409961456311	"Tnfaip6"	"macrophage"	"30m.vs.24m"
2.25829715071987e-06	0.513708562158898	0.18	0.023	0.0454775880211967	"Lyst"	"macrophage"	"30m.vs.24m"
9.2451336798149e-53	3.40315327028157	0.897	0.011	1.86178502044113e-48	"Xist"	"skeletal muscle satellite cell"	"3m.vs.1m"
7.24525323326403e-43	1.65609992469929	0.845	0.071	1.45904909611471e-38	"Plac9"	"skeletal muscle satellite cell"	"3m.vs.1m"
3.21425875790306e-26	-0.909817677314805	0.164	0.783	6.47287428666518e-22	"Col1a2"	"skeletal muscle satellite cell"	"3m.vs.1m"
1.0762730211284e-22	-0.84701244477834	0.879	0.995	2.16739860994836e-18	"Sparc"	"skeletal muscle satellite cell"	"3m.vs.1m"
6.66649846355593e-21	0.784444232096624	1	1	1.34249946059089e-16	"Rps21"	"skeletal muscle satellite cell"	"3m.vs.1m"
2.15299153570017e-20	-2.37546448824174	0	0.527	4.335694354593e-16	"Ddx3y"	"skeletal muscle satellite cell"	"3m.vs.1m"
1.02347159582979e-19	0.7752549044746	1	1	2.06106709968203e-15	"Rpl37a"	"skeletal muscle satellite cell"	"3m.vs.1m"
3.34869189671329e-19	0.65209146971473	1	1	6.74359574160123e-15	"Rps6"	"skeletal muscle satellite cell"	"3m.vs.1m"
4.73387762210196e-19	0.711251265544128	1	1	9.53308275538894e-15	"Rps5"	"skeletal muscle satellite cell"	"3m.vs.1m"
8.54092146917674e-19	0.709500837290841	1	1	1.71997076546281e-14	"Rps4x"	"skeletal muscle satellite cell"	"3m.vs.1m"
8.75208749743561e-19	-1.30100917369045	0.259	0.728	1.76249538023358e-14	"Col4a1"	"skeletal muscle satellite cell"	"3m.vs.1m"
5.38115680123755e-18	0.754944568667543	1	1	1.08365735663322e-13	"Rpl10"	"skeletal muscle satellite cell"	"3m.vs.1m"
9.77137450882502e-18	7.34634521972133	0.388	0.016	1.96775939858718e-13	"P2ry14"	"skeletal muscle satellite cell"	"3m.vs.1m"
1.24083593371941e-17	-0.827662797116688	0.655	0.957	2.49879540332414e-13	"Col3a1"	"skeletal muscle satellite cell"	"3m.vs.1m"
2.90468135920663e-17	-1.45336167543702	0.664	0.913	5.84944732117031e-13	"Itm2a"	"skeletal muscle satellite cell"	"3m.vs.1m"
3.60898925491641e-17	0.687597816079139	1	0.995	7.26778256155067e-13	"Rps27"	"skeletal muscle satellite cell"	"3m.vs.1m"
1.38132917106687e-15	0.905625515194183	0.974	0.859	2.78172068469446e-11	"Rpl31-ps12"	"skeletal muscle satellite cell"	"3m.vs.1m"
2.84760570898898e-15	0.57880929242174	1	1	5.734508376762e-11	"Rps14"	"skeletal muscle satellite cell"	"3m.vs.1m"
2.99153105771826e-15	0.648067175070851	1	1	6.02434524403304e-11	"Rpl37"	"skeletal muscle satellite cell"	"3m.vs.1m"
1.17824862219369e-14	-1.02649277435933	1	1	2.37275707537366e-10	"Gnas"	"skeletal muscle satellite cell"	"3m.vs.1m"
1.56772640073183e-14	6.17924203240028	0.379	0.043	3.15708742579375e-10	"Rhoh"	"skeletal muscle satellite cell"	"3m.vs.1m"
3.50143983966643e-14	0.554997216386473	1	1	7.05119954912025e-10	"Rpl13"	"skeletal muscle satellite cell"	"3m.vs.1m"
5.17727557510008e-14	1.32023940847877	0.75	0.37	1.04259975531365e-09	"Gm9320"	"skeletal muscle satellite cell"	"3m.vs.1m"
5.20880947584987e-14	7.03131115840605	0.293	0.005	1.04895005224665e-09	"F630111L10Rik"	"skeletal muscle satellite cell"	"3m.vs.1m"
1.03125517214182e-13	0.619098135445297	1	1	2.0767416656592e-09	"Rpl38"	"skeletal muscle satellite cell"	"3m.vs.1m"
1.10863373059583e-13	-0.944815399506258	1	0.995	2.23256660667388e-09	"H3f3a"	"skeletal muscle satellite cell"	"3m.vs.1m"
1.14351405051434e-13	0.573246724280972	1	1	2.30280859492579e-09	"Rpl23a"	"skeletal muscle satellite cell"	"3m.vs.1m"
4.07753091913911e-13	-0.620163379372639	0.19	0.598	8.21133176496235e-09	"Col1a1"	"skeletal muscle satellite cell"	"3m.vs.1m"
2.00996198777523e-12	0.760707113630136	1	0.946	4.04766145098177e-08	"Rps15a-ps4"	"skeletal muscle satellite cell"	"3m.vs.1m"
2.78545275907354e-12	1.41730690858164	0.94	0.663	5.60934476622229e-08	"Crlf1"	"skeletal muscle satellite cell"	"3m.vs.1m"
4.465934973077e-12	0.477048994166555	1	1	8.99349984878246e-08	"Rps24"	"skeletal muscle satellite cell"	"3m.vs.1m"
6.49751513683959e-12	0.484046687532222	1	1	1.30846959825676e-07	"Rpl6"	"skeletal muscle satellite cell"	"3m.vs.1m"
6.57349549858965e-12	1.16077165834431	0.845	0.549	1.32377052350598e-07	"Cd200"	"skeletal muscle satellite cell"	"3m.vs.1m"
7.21861540943685e-12	0.507069150966483	1	1	1.45368477115239e-07	"Rplp1"	"skeletal muscle satellite cell"	"3m.vs.1m"
1.10458492418974e-11	3.47587090318446	0.448	0.114	2.2244131203333e-07	"Idi1"	"skeletal muscle satellite cell"	"3m.vs.1m"
1.13646555278634e-11	-2.38843736702944	0.112	0.511	2.28861433020113e-07	"Mest"	"skeletal muscle satellite cell"	"3m.vs.1m"
1.25049126226778e-11	-1.50102688609622	0.138	0.516	2.51823930395485e-07	"Col15a1"	"skeletal muscle satellite cell"	"3m.vs.1m"
1.30102411963551e-11	0.506087591153817	1	1	2.62000237212198e-07	"Rps28"	"skeletal muscle satellite cell"	"3m.vs.1m"
1.60198353232095e-11	-2.72214240657643	0	0.321	3.22607443738792e-07	"Eif2s3y"	"skeletal muscle satellite cell"	"3m.vs.1m"
2.99343639316478e-11	1.56051991891387	0.681	0.348	6.02818220855523e-07	"A130040M12Rik"	"skeletal muscle satellite cell"	"3m.vs.1m"
6.08423666165105e-11	0.659917719417002	1	0.995	1.22524357892329e-06	"Actg1"	"skeletal muscle satellite cell"	"3m.vs.1m"
6.45636468570581e-11	0.447172670439725	1	1	1.30018272040744e-06	"Rpl23"	"skeletal muscle satellite cell"	"3m.vs.1m"
8.36870933204556e-11	0.453734536337754	1	1	1.68529068528733e-06	"Rps19"	"skeletal muscle satellite cell"	"3m.vs.1m"
8.71735546144894e-11	0.503212126560094	1	1	1.75550104282659e-06	"Rps15"	"skeletal muscle satellite cell"	"3m.vs.1m"
1.04923532857531e-10	-1.18336990120444	0.224	0.647	2.11295010468496e-06	"Rnf10"	"skeletal muscle satellite cell"	"3m.vs.1m"
3.64974064099604e-10	0.464626049746267	1	1	7.34984770283782e-06	"Rpl31"	"skeletal muscle satellite cell"	"3m.vs.1m"
5.58575021242349e-10	-1.44305173613364	0.121	0.462	1.12485837777784e-05	"Igf1"	"skeletal muscle satellite cell"	"3m.vs.1m"
5.99683321704241e-10	-2.73458108318044	0.19	0.522	1.207642273248e-05	"Ahcy"	"skeletal muscle satellite cell"	"3m.vs.1m"
8.1892932616669e-10	0.428941262377269	1	1	1.64915987703448e-05	"Rpl4"	"skeletal muscle satellite cell"	"3m.vs.1m"
1.09707281932159e-09	1.16694994339566	0.871	0.652	2.20928524354982e-05	"Pmepa1"	"skeletal muscle satellite cell"	"3m.vs.1m"
1.11092089592001e-09	-0.887904452764927	0.405	0.685	2.23717250020372e-05	"Col6a1"	"skeletal muscle satellite cell"	"3m.vs.1m"
2.40957594852986e-09	-0.844023550179145	0.319	0.609	4.85240404514944e-05	"Mmp2"	"skeletal muscle satellite cell"	"3m.vs.1m"
2.58441799527459e-09	0.406469948149939	1	1	5.20450095888396e-05	"Rps3"	"skeletal muscle satellite cell"	"3m.vs.1m"
4.20104888572252e-09	0.346548341656144	1	1	8.460072246068e-05	"Rps3a"	"skeletal muscle satellite cell"	"3m.vs.1m"
4.59967934036668e-09	0.435177701428476	1	1	9.26283425563042e-05	"Rpl9"	"skeletal muscle satellite cell"	"3m.vs.1m"
6.05036961357096e-09	1.30536433656268	0.284	0.049	0.000121842343278092	"Cfh"	"skeletal muscle satellite cell"	"3m.vs.1m"
7.64447567392465e-09	-1.92938258832395	0.138	0.462	0.000153944451121495	"Nr1d1"	"skeletal muscle satellite cell"	"3m.vs.1m"
7.69799111975633e-09	0.419222779724016	1	1	0.000155022145169653	"Rps23"	"skeletal muscle satellite cell"	"3m.vs.1m"
9.15956460568647e-09	-0.683218477743528	0.81	0.973	0.000184455312029314	"Meg3"	"skeletal muscle satellite cell"	"3m.vs.1m"
9.23316441161765e-09	-1.04845115383824	0.672	0.837	0.000185937464921156	"Uqcrq"	"skeletal muscle satellite cell"	"3m.vs.1m"
9.85196212901243e-09	0.433161625187266	1	1	0.000198398813354052	"Rpl7"	"skeletal muscle satellite cell"	"3m.vs.1m"
1.53673919794326e-08	-1.25222237815895	0.233	0.56	0.000309468539681814	"Hmox1"	"skeletal muscle satellite cell"	"3m.vs.1m"
1.71601569053639e-08	0.932221328100458	0.371	0.109	0.000345571239760218	"Anxa3"	"skeletal muscle satellite cell"	"3m.vs.1m"
1.93435335834545e-08	0.373476428207123	1	1	0.000389540079303607	"Rpl39"	"skeletal muscle satellite cell"	"3m.vs.1m"
1.98077408482035e-08	0.391705235435596	1	1	0.000398888285201121	"Rpl35a"	"skeletal muscle satellite cell"	"3m.vs.1m"
2.02827563937886e-08	0.392167703164977	1	1	0.000408454148258116	"Rps7"	"skeletal muscle satellite cell"	"3m.vs.1m"
2.12619152038427e-08	-0.669890529881452	0.948	0.995	0.000428172448374984	"Nme2"	"skeletal muscle satellite cell"	"3m.vs.1m"
2.33738349925668e-08	0.410393138378538	1	1	0.00047070228908031	"Rpl13a"	"skeletal muscle satellite cell"	"3m.vs.1m"
2.50861515411707e-08	0.478877757572548	1	1	0.000505184919736096	"Rpl18a"	"skeletal muscle satellite cell"	"3m.vs.1m"
3.86468953501658e-08	4.91933101994539	0.155	0	0.000778271178561639	"Tsix"	"skeletal muscle satellite cell"	"3m.vs.1m"
4.22614130432178e-08	0.830960941572538	0.603	0.299	0.000851060335864319	"Cyb5"	"skeletal muscle satellite cell"	"3m.vs.1m"
4.44780035090272e-08	0.691305183268657	0.845	0.69	0.000895698034664789	"S100a6"	"skeletal muscle satellite cell"	"3m.vs.1m"
4.52765484144816e-08	-0.871166523003741	0.905	0.951	0.000911779131970831	"Atp5b"	"skeletal muscle satellite cell"	"3m.vs.1m"
4.70878859210895e-08	0.450810775470464	1	1	0.0009482558466789	"Rps29"	"skeletal muscle satellite cell"	"3m.vs.1m"
6.17299096286225e-08	-2.58974480486503	0.034	0.288	0.0012431169201012	"Ppp1r14a"	"skeletal muscle satellite cell"	"3m.vs.1m"
6.49194244155665e-08	1.65103808045884	0.31	0.071	0.00130734736888068	"Ahr"	"skeletal muscle satellite cell"	"3m.vs.1m"
6.54252541347414e-08	-0.669506791334431	0.966	0.967	0.00131753376776542	"Ybx1"	"skeletal muscle satellite cell"	"3m.vs.1m"
7.11375622991756e-08	-1.03171588387234	0.086	0.364	0.0014325682295808	"Timp3"	"skeletal muscle satellite cell"	"3m.vs.1m"
1.13644392030229e-07	0.391225894101535	1	1	0.00228857076670476	"Rpl14"	"skeletal muscle satellite cell"	"3m.vs.1m"
1.26181716166544e-07	-0.317435508177158	0.966	1	0.00254104740016186	"Ubb"	"skeletal muscle satellite cell"	"3m.vs.1m"
1.40764178506396e-07	-0.904639711329176	0.466	0.723	0.0028347090267618	"Pdia3"	"skeletal muscle satellite cell"	"3m.vs.1m"
1.47959662700852e-07	-0.803538437657801	0.862	0.918	0.00297961168746975	"Cox7a2"	"skeletal muscle satellite cell"	"3m.vs.1m"
1.76237869899915e-07	0.438084008199979	1	1	0.00354907822404449	"Fau"	"skeletal muscle satellite cell"	"3m.vs.1m"
1.866474907911e-07	-2.94699568432969	0.052	0.299	0.00375870716955117	"Dbp"	"skeletal muscle satellite cell"	"3m.vs.1m"
2.24639833984511e-07	0.327531840860043	1	1	0.00452379697678007	"Uba52"	"skeletal muscle satellite cell"	"3m.vs.1m"
2.81415209045786e-07	-1.90382143409838	0.043	0.277	0.00566713947976403	"Mdk"	"skeletal muscle satellite cell"	"3m.vs.1m"
2.82169592812271e-07	-0.813347788374315	0.819	0.918	0.00568233126005352	"Cox6c"	"skeletal muscle satellite cell"	"3m.vs.1m"
2.86860512850242e-07	-0.688391703181415	0.897	0.962	0.00577679700777818	"Pfn1"	"skeletal muscle satellite cell"	"3m.vs.1m"
2.96075986965552e-07	-0.65550712664843	0.974	0.951	0.00596237822551229	"Serf2"	"skeletal muscle satellite cell"	"3m.vs.1m"
3.5250890714734e-07	0.371112555392775	1	1	0.00709882437213312	"Rps16"	"skeletal muscle satellite cell"	"3m.vs.1m"
3.89886939443925e-07	0.447025103264032	1	1	0.00785154318652176	"Rps12"	"skeletal muscle satellite cell"	"3m.vs.1m"
5.37750861864742e-07	0.53532305272147	1	1	0.0108292268562322	"Eef1a1"	"skeletal muscle satellite cell"	"3m.vs.1m"
5.39659712595629e-07	0.372146386260962	1	1	0.0108676672922508	"Rps17"	"skeletal muscle satellite cell"	"3m.vs.1m"
6.28620130957049e-07	-0.613187610843329	0.914	0.951	0.0126591521972131	"Eif4g2"	"skeletal muscle satellite cell"	"3m.vs.1m"
6.47752477537155e-07	-1.14864913575603	0.397	0.636	0.0130444393926432	"Higd1a"	"skeletal muscle satellite cell"	"3m.vs.1m"
6.6028211189616e-07	0.417983948391086	1	1	0.0132967611693649	"Naca"	"skeletal muscle satellite cell"	"3m.vs.1m"
6.89209154723063e-07	-5.55896246364687	0.043	0.266	0.013879293957813	"2810405K02Rik"	"skeletal muscle satellite cell"	"3m.vs.1m"
